번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),임산부정원수,영유아정원수,임산부실면적,영유아실면적,모유수유실면적,급식시설면적,세탁실면적,목욕실면적,조리원화장실면적,사무실면적,간호사수,간호조무사수,영양사수,취사부수,미화원수,기타인원수,건물층수,지상층수,지하층수,Unnamed: 47
807,산후조리업,01_01_04_P,3940000,PHMB120063940138042100002,2006-12-15,,1,영업/정상,13,영업중,,2018-06-25,2018-09-30,,938-3038,,,경기도 고양시 덕양구 행신동 948번지 신일빌딩,"경기도 고양시 덕양구 중앙로558번길 16-6, 4층 (행신동)",10495,이자르산후조리원일산점,2020-02-17 14:15:36,U,2020-02-19 02:40:00,,185465.917524861,457975.497735052,17,17,151.61,29.92,,34.56,10.5,34.0,,,5.0,8.0,1.0,1.0,,,7.0,4.0,,
808,산후조리업,01_01_04_P,3940000,PHMB120113940140042100001,2019-10-14,,1,영업/정상,13,영업중,,,,,911-0704,,,경기도 고양시 일산서구 주엽동 110번지 2호 가람상가,"경기도 고양시 일산서구 중앙로 1443, 가람상가 5층 (주엽동)",10387,사랑애산후조리원,2023-05-22 15:26:52,U,2023-05-24 02:40:00,,178734.035214849,463140.211764088,19,19,332.0,41.14,0.0,16.22,8.19,2.4,7.06,15.2,3.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,
809,산후조리업,01_01_04_P,3940000,PHMB120073940140042100001,2006-04-27,,1,영업/정상,13,영업중,,,,,916-9410,,411-450,경기도 고양시 일산서구 덕이동 219번지 45호,경기도 고양시 일산서구 덕이로 8 (덕이동),10237,아이산산후조리원,2019-08-09 11:18:34,U,2019-08-11 02:40:00,,178619.262400502,465301.400294253,15,15,15.43,26.0,,,,,,5.0,3.0,12.0,1.0,2.0,,3.0,0.0,,,
810,산후조리업,01_01_04_P,4020000,PHMB120114020028042100001,2011-03-02,,1,영업/정상,13,영업중,,,,,031-390-1900,,,,경기도 군포시 산본로386번길 4-19 (산본동),15818,산본제일병원 부설 신산본산후조리원,2025-01-03 14:43:31,U,2025-01-05 02:40:00,,193825.45375051,429106.10111935,22,22,480.78,43.0,18.15,75.92,17.74,0.0,82.78,9.72,3.0,11.0,1.0,3.0,3.0,1.0,5.0,4.0,1.0,
811,산후조리업,01_01_04_P,4020000,PHMB120064020028042100001,2017-05-16,,1,영업/정상,13,영업중,,,,,031-398-0721,,435-045,경기도 군포시 광정동 1099-2번지 대림프라자 403호,경기도 군포시 산본로 394 (산본동),15818,베네라산후조리원,2025-01-03 14:44:30,U,2025-01-05 02:40:00,,193696.742392293,429245.936418065,14,14,273.7,25.4,5.6,32.6,6.1,0.0,0.0,14.6,3.0,9.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,
812,산후조리업,01_01_04_P,4020000,PHMB120064020028042100002,2006-12-08,,1,영업/정상,13,영업중,,2017-02-04,2017-02-17,,031-390-3790,,,경기도 군포시 산본동 1095-1 산본제일전문진료센터,"경기도 군포시 산본로386번길 4-11, 산본제일전문진료센터 4,5층 (산본동)",15818,제일산후조리원,2022-07-22 16:14:53,U,2022-07-24 02:40:00,,193796.901069837,429148.884337732,22,22,0.0,39.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,1.0,4.0,3.0,0.0,7.0,5.0,2.0,
813,산후조리업,01_01_04_P,4020000,PHMB120134020028042100001,2013-07-31,,1,영업/정상,13,영업중,,,,,031-399-6522,,435-802,"경기도 군포시 광정동 1099번지 1호 태주빌딩7층,8층","경기도 군포시 산본로 398 (산본동,태주빌딩7층,8층)",,맘스포레 산후조리원,2025-01-03 14:36:22,U,2025-01-05 02:40:00,,193678.70297446,429272.847720523,20,20,175.0,37.56,12.72,55.22,11.32,3.4,7.23,9.5,4.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,
814,산후조리업,01_01_04_P,3900000,PHMB120133900028042100001,2013-10-25,,1,영업/정상,13,영업중,,,,,02-6218-1010,,,경기도 광명시 소하동 1337번지 1호,"경기도 광명시 소하로109번길 22, 3~4층 (소하동)",14316,레지나 산후조리원,2025-01-16 15:58:57,U,2025-01-18 02:40:00,,189797.452497631,438409.859447501,17,17,440.5,39.25,0.0,17.1,16.3,0.0,0.0,9.3,3.0,6.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,
815,산후조리업,01_01_04_P,3900000,PHMB120143900028042100001,2014-02-04,,1,영업/정상,13,영업중,,,,,02-807-1002,,,,"경기도 광명시 범안로 1062, 8~9층 (하안동)",14306,미래여성산후조리원,2021-03-18 09:42:59,U,2021-03-20 02:40:00,,189378.841481075,440070.694949298,15,15,163.6,26.98,,,,,43.45,4.98,3.0,8.0,,,1.0,1.0,10.0,9.0,1.0,
816,산후조리업,01_01_04_P,3900000,PHMB120083900028042100001,2008-07-30,,1,영업/정상,13,영업중,,2023-07-26,2023-08-24,,2686-5800,,423-807,"경기도 광명시 광명3동 158번지 81호 , 현대아이타워 9층.","경기도 광명시 광명로 906 (광명동, 현대아이타워 9층)",14220,벨라블리스아베끄 산후조리원,2024-12-19 13:01:44,U,2024-12-21 02:40:00,,187095.746949769,441959.821866614,13,13,120.0,22.7,8.3,33.4,8.1,48.68,43.7,6.0,3.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,
817,산후조리업,01_01_04_P,3900000,PHMB120113900028042100003,2011-11-04,,1,영업/정상,13,영업중,,,,,02-898-0898,,423-051,"경기도 광명시 소하1동 1341번지 , 신성프라자 4층","경기도 광명시 소하로 78, 4층 (소하동, 신성프라자)",14316,광명제일산후조리원 소하점,2016-09-19 17:11:44,I,2018-08-31 23:59:59,,189608.113713218,438424.748217191,14,14,275.82,30.72,18.0,10.0,19.27,,2.8,7.5,2.0,6.0,,2.0,1.0,,8.0,8.0,,
818,산후조리업,01_01_04_P,3900000,PHMB120073900028042100002,2007-02-12,,1,영업/정상,13,영업중,,,,,02-2066-3555,,423-840,"경기도 광명시 철산4동 467번지 484호 , 7,8층.","경기도 광명시 오리로 889 (철산동, 대륭빌딩 7,8층)",14250,이즈맘산후조리원,2019-02-11 16:56:25,U,2019-02-13 02:40:00,,187874.795197866,441579.205140986,17,17,430.94,34.77,13.68,81.82,8.91,,,13.69,4.0,6.0,,1.0,2.0,,0.0,,,
819,산후조리업,01_01_04_P,3160000,PHMB120123160034042100002,2012-12-05,,1,영업/정상,13,영업중,,,,,02-2688-6200,,,,"서울특별시 구로구 천왕로 106, 5층 (오류동)",08365,로얄사임당 산후조리원 천왕점,2018-09-11 09:59:52,U,2018-09-11 23:59:59,,185651.200187402,442660.967785404,13,13,191.68,24.19,0.0,8.0,5.7,,,,3.0,5.0,,1.0,,1.0,5.0,5.0,,
820,산후조리업,01_01_04_P,3160000,PHMB120133160034042100001,2013-10-07,,1,영업/정상,13,영업중,,,,,028559911,,,서울특별시 구로구 구로동 25번지,"서울특별시 구로구 새말로 94, 7~8층 (구로동)",08289,아름제일 산후조리원 1관,2020-04-16 17:34:46,U,2020-04-18 02:40:00,,190244.829015482,444811.238193821,14,14,266.47,27.42,,59.15,2.95,,8.95,12.21,3.0,9.0,0.0,3.0,,,0.0,5.0,,
821,산후조리업,01_01_04_P,3160000,PHMB120143160034042100001,2014-04-22,,1,영업/정상,13,영업중,,,,,02-2611-7322,,,,"서울특별시 구로구 경인로 240, 2층 (오류동)",08270,맘스퀘어 산후조리원,2023-02-09 14:11:55,U,2023-05-26 08:48:36,,186433.563471491,443918.187210602,18,18,225.55,49.36,7.56,19.34,14.36,26.5,26.5,8.94,3.0,7.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,
822,산후조리업,01_01_04_P,3160000,PHMB120153160034042100001,2015-07-23,,1,영업/정상,13,영업중,,,,,02-2060-9315,,,,"서울특별시 구로구 경인로 322, 3~4층 (개봉동, 민전산부인과)",08274,민전 산후조리원,2021-02-16 17:56:27,U,2021-02-18 02:40:00,,187190.111430769,443880.346195961,16,16,232.0,32.4,,30.0,23.0,3.1,,,3.0,4.0,,2.0,1.0,1.0,3.0,3.0,,
823,산후조리업,01_01_04_P,3040000,PHMB120013040033042100001,2001-05-11,,1,영업/정상,13,영업중,,,,,02-447-0065,,143-862,서울특별시 광진구 자양동 553번지 15호 3층,"서울특별시 광진구 뚝섬로 503, 3층 (자양동)",05076,광진아기맘미소산후조리원,2020-09-18 17:55:35,U,2020-09-25 02:40:00,,205788.332713562,448212.127193771,10,10,399.1,34.56,,,12.67,,,,5.0,7.0,,2.0,1.0,,4.0,3.0,1.0,
824,산후조리업,01_01_04_P,3040000,PHMB120073040033042100001,2007-06-20,,1,영업/정상,13,영업중,,,,,02-457-6020,,143-959,서울특별시 광진구 구의동 223번지 65호,서울특별시 광진구 구의로 28 (구의동),,예그리나 산후조리원,2025-01-17 15:06:27,U,2025-01-19 02:40:00,,207866.804668978,448680.644700444,9,9,139.94,35.72,0.0,38.37,110.63,8.79,33.73,6.19,3.0,4.0,0.0,2.0,1.0,0.0,6.0,5.0,1.0,
825,산후조리업,01_01_04_P,3040000,PHMB120143040033042100001,2014-02-24,,1,영업/정상,13,영업중,,,,,02-2083-0640,,143-824,서울특별시 광진구 구의동 234번지 25호,서울특별시 광진구 자양로 192 (구의동),05031,(주)궁 산후조리원 구의점,2024-11-13 13:19:50,U,2024-11-15 02:40:00,,207472.04483471,449142.687542642,22,22,478.91,53.83,0.0,44.34,15.94,0.0,12.19,24.1,3.0,6.0,1.0,4.0,4.0,2.0,6.0,5.0,1.0,
826,산후조리업,01_01_04_P,3050000,PHMB120143050034042100001,2014-10-01,,1,영업/정상,13,영업중,,,,,1599-3270,,130-883,서울특별시 동대문구 답십리동 94번지 9호,"서울특별시 동대문구 전농로 102, 4층 (답십리동)",02538,마드레산후조리원,2019-03-05 17:35:34,U,2019-03-07 02:40:00,,205049.095910832,452418.270436454,18,18,341.48,40.9,,16.43,5.0,36.0,36.0,7.43,4.0,4.0,,2.0,2.0,1.0,4.0,4.0,,
827,산후조리업,01_01_04_P,3090000,PHMB120123090033042100001,2012-05-02,,1,영업/정상,13,영업중,,,,,02-903-0033,,132-893,서울특별시 도봉구 쌍문2동 653번지 7층,"서울특별시 도봉구 도봉로 575, 7층 (쌍문동)",01432,소중한맘산후조리원,2021-09-16 20:13:06,U,2021-09-18 02:40:00,,203348.210556651,461557.310544671,19,19,318.0,40.0,8.3,40.0,6.3,0.0,2.86,15.18,2.0,2.0,0.0,1.0,1.0,0.0,7.0,7.0,0.0,
828,산후조리업,01_01_04_P,3170000,PHMB120143170035042100001,2014-09-12,,1,영업/정상,13,영업중,,,,,02-2109-3003,,153-812,서울특별시 금천구 독산동 288번지 3호,"서울특별시 금천구 시흥대로 415, 4~5층 (독산동, DDS빌딩)",08523,M.J 산후조리원,2025-02-19 10:46:28,U,2025-02-21 02:40:00,,190877.9899453,440964.438480712,24,24,412.66,87.21,14.13,15.53,13.5,40.8,40.8,11.04,3.0,9.0,0.0,3.0,1.0,1.0,8.0,4.0,0.0,
829,산후조리업,01_01_04_P,3090000,PHMB120123090033042100002,2012-11-29,,1,영업/정상,13,영업중,,,,,029934300,,,,서울특별시 도봉구 해등로 125 (창동),01426,마미캠프산후조리원,2023-09-12 09:26:17,U,2023-09-14 02:40:00,,203500.539601657,461375.864695799,15,15,237.0,32.0,6.8,38.5,7.1,20.0,25.0,7.9,3.0,7.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,
830,산후조리업,01_01_04_P,3050000,PHMB120163050034042100002,2016-11-10,,1,영업/정상,13,영업중,,,,,02-2212-2582,,,서울특별시 동대문구 답십리동 492번지 2호 9층,"서울특별시 동대문구 천호대로 317, 9층 (답십리동, 하늘병원)",02622,블리스산후조리원,2023-05-08 17:21:11,U,2023-05-10 02:40:00,,204831.461305899,451444.505952989,17,19,353.43,46.48,13.2,17.16,6.8,15.0,5.16,19.8,4.0,3.0,0.0,2.0,1.0,1.0,9.0,9.0,0.0,
831,산후조리업,01_01_04_P,3080000,PHMB120073080033042100003,2007-11-20,,1,영업/정상,13,영업중,,,,,996-1511,,,서울특별시 강북구 미아동 322번지 5호,서울특별시 강북구 도봉로 131 (미아동),01177,햇빛병원부설 햇빛산후조리원,2016-04-22 13:49:40,I,2018-08-31 23:59:59,,202407.498009939,457584.368112559,39,39,723.33,127.06,,48.12,28.12,,24.58,14.62,6.0,14.0,1.0,3.0,3.0,,8.0,6.0,2.0,
832,산후조리업,01_01_04_P,3080000,PHMB120073080033042100004,2007-12-12,,1,영업/정상,13,영업중,,,,,02-985-3542,,,서울특별시 강북구 미아동 131번지 30호,"서울특별시 강북구 도봉로 136, 7층 (미아동, 풍양회관)",01161,맘스텔라산후조리원,2024-08-30 11:10:13,U,2024-09-01 02:40:00,,202465.042504763,457640.23984676,18,18,209.36,32.8,0.0,39.32,12.72,0.0,42.96,12.72,3.0,8.0,0.0,2.0,1.0,0.0,13.0,7.0,0.0,
833,산후조리업,01_01_04_P,3240000,PHMB120073240033042100001,2007-05-23,,1,영업/정상,13,영업중,,,,,02) 472-6565,,,서울특별시 강동구 길동 416-6 우주빌딩,"서울특별시 강동구 성안로 156, 우주빌딩 4층 (길동)",05354,예그리나 산후조리원,2023-09-26 17:03:16,U,2023-09-29 02:40:00,,211901.245613315,448311.195671788,17,17,200.6,29.4,5.2,3.45,11.2,2.9,11.2,9.1,2.0,4.0,0.0,1.0,1.0,0.0,14.0,11.0,3.0,
834,산후조리업,01_01_04_P,3240000,PHMB120113240033042100001,2018-11-01,,1,영업/정상,13,영업중,,,,,02-486-3300,,,,"서울특별시 강동구 강동대로 143-64, 태창타워 (성내동)",05398,트리니티산후조리원 강동송파점,2020-12-07 17:56:05,U,2020-12-09 02:40:00,,210558.095600946,447311.900335116,15,14,364.86,24.7,18.0,23.94,5.76,57.6,57.6,8.93,3.0,2.0,1.0,1.0,,2.0,11.0,9.0,2.0,
835,산후조리업,01_01_04_P,3240000,PHMB120063240033042100001,2006-12-08,,1,영업/정상,13,영업중,,,,,02) 485-0087,,,서울특별시 강동구 성내동 378 웰빙메디컬빌딩,"서울특별시 강동구 천호대로 1128, 웰빙메디컬빌딩 6~7층 (성내동)",05373,가율 산후조리원,2023-05-12 10:04:17,U,2023-05-14 02:40:00,,211997.374303563,447998.814231451,17,17,216.55,26.71,0.0,31.77,15.45,4.56,43.2,7.29,4.0,7.0,0.0,2.0,1.0,0.0,8.0,7.0,1.0,
836,산후조리업,01_01_04_P,3240000,PHMB120063240033042100002,2006-10-17,,1,영업/정상,13,영업중,,,,,02) 485-2151,,,서울특별시 강동구 천호동 447 정산타워빌딩,"서울특별시 강동구 천호대로 1099, 정산타워빌딩 6층 (천호동)",05339,아쉐르 산후조리원,2024-08-26 11:52:50,U,2024-08-28 02:40:00,,211785.062144309,448178.173808736,17,17,204.15,43.0,0.0,43.11,7.52,9.63,48.75,5.22,4.0,7.0,0.0,2.0,2.0,0.0,8.0,7.0,1.0,
837,산후조리업,01_01_04_P,3240000,PHMB120123240033042100001,2012-05-18,,1,영업/정상,13,영업중,,,,,02) 3428-3535,,,서울특별시 강동구 강일동 679번지 2호 MIDC빌딩,"서울특별시 강동구 아리수로 421, MIDC빌딩 7,8층 (강일동)",05211,몽쉘베베산후조리원,2019-05-24 11:12:06,U,2019-05-26 02:40:00,,215311.087618287,451385.841389885,19,19,415.0,58.0,8.23,45.2,15.0,,18.0,9.24,3.0,8.0,,1.0,1.0,1.0,14.0,10.0,4.0,
838,산후조리업,01_01_04_P,3240000,PHMB120133240033042100002,2013-07-23,,1,영업/정상,13,영업중,,,,,02-429-6777,,,서울특별시 강동구 명일동 306번지 7호 대은상가,"서울특별시 강동구 양재대로 1657-11, 대은상가 5층 (명일동)",05257,마벨 산후조리원,2022-01-24 13:51:08,U,2022-01-26 02:40:00,,212603.194992637,450135.008703137,21,21,441.3,46.54,7.18,36.5,24.3,24.78,71.4,15.3,3.0,9.0,0.0,1.0,0.0,0.0,7.0,5.0,2.0,
839,산후조리업,01_01_04_P,3240000,PHMB120133240033042100003,2013-12-27,,1,영업/정상,13,영업중,,,,,1661-0997,,,서울특별시 강동구 천호동 453-10 강동미즈산후조리원,"서울특별시 강동구 천호대로159길 13, 퍼스트스마일산후조리원 1층 (천호동)",05335,퍼스트스마일산후조리원,2022-01-05 11:40:31,U,2022-01-07 02:40:00,,211206.540974151,448438.130467194,44,44,773.96,104.32,39.92,192.13,53.94,0.0,203.85,19.19,5.0,10.0,1.0,6.0,6.0,0.0,8.0,6.0,2.0,
840,산후조리업,01_01_04_P,3240000,PHMB120163240033042100001,2016-01-04,,1,영업/정상,13,영업중,,,,,,,05239,,"서울특별시 강동구 올림픽로 833, 매일우리아이센타 (암사동)",05239,(주)라파엘산후조리원,2022-10-12 10:54:11,U,2022-10-14 02:40:00,,211338.114281843,450358.802980111,21,24,458.0,84.0,26.0,59.0,30.0,76.0,66.0,39.0,3.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,
841,산후조리업,01_01_04_P,3240000,PHMB120173240033042100001,2017-08-28,,1,영업/정상,13,영업중,,,,,02-6483-0088,,,서울특별시 강동구 길동 366번지 2호 호석빌딩 4~5층 헤라산후조리원,"서울특별시 강동구 양재대로 1498 (길동, 호석빌딩)",05343,헤라산후조리원,2019-09-02 10:34:45,U,2019-09-04 02:40:00,,212383.514068572,448570.272031761,16,16,331.95,40.61,10.27,,5.58,17.6,42.0,10.2,4.0,6.0,,,,3.0,7.0,6.0,1.0,
842,산후조리업,01_01_04_P,3150000,PHMB120083150037042100001,2008-12-16,,1,영업/정상,13,영업중,,2023-11-20,2024-02-27,,02-1644-3358,,,서울특별시 강서구 화곡동 1060번지 30호 R.U휘트니스,서울특별시 강서구 화곡로 191 (화곡동),07700,궁산후조리원 화곡지점,2024-02-27 14:02:00,U,2024-02-29 02:40:00,,185983.844739412,448981.902246047,17,17,571.8,34.3,0.0,25.6,21.9,68.15,60.32,18.48,3.0,5.0,0.0,1.0,1.0,3.0,4.0,2.0,0.0,
843,산후조리업,01_01_04_P,3150000,PHMB120073150037042100004,2007-06-01,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 화곡동 1031번지 6호,서울특별시 강서구 강서로 198 (화곡동),07698,리베 산후조리원 강서점,2024-07-29 13:51:47,U,2024-07-31 02:40:00,,185663.269533644,449087.622370477,18,18,371.44,43.46,21.13,47.74,0.0,48.45,27.08,24.14,3.0,5.0,1.0,0.0,1.0,1.0,7.0,4.0,0.0,
844,산후조리업,01_01_04_P,3100000,PHMB120123100034042100002,2012-04-06,,1,영업/정상,13,영업중,,,,,,,139-816,서울특별시 노원구 상계2동 354번지 6호  호영빌딩 2-5층,"서울특별시 노원구 상계로5길 9 (상계동,호영빌딩 2-5층)",,(주)모아드림산후조리원,2024-11-03 15:09:10,U,2024-11-05 02:40:00,,205564.804283331,461624.554924461,20,20,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,
845,산후조리업,01_01_04_P,3100000,PHMB120133100034042100001,2013-02-06,,1,영업/정상,13,영업중,,,,,02-951-2300,,139-816,서울특별시 노원구 상계2동 363번지 10호,서울특별시 노원구 상계로7길 17 (상계동),01692,노원라테라산후조리원,2024-08-12 14:40:59,U,2024-08-14 02:40:00,,205654.276925853,461683.780241427,18,18,375.4,47.5,56.6,16.0,10.2,0.0,20.0,50.0,3.0,4.0,0.0,1.0,2.0,2.0,5.0,4.0,1.0,
846,산후조리업,01_01_04_P,3100000,PHMB120153100034042100001,2015-11-18,,1,영업/정상,13,영업중,,,,,02-949-2223,,,,"서울특별시 노원구 노원로 240 (하계동, 백경빌딩)",01750,(주)더블레스 산후조리원,2015-11-18 11:03:58,I,2018-08-31 23:59:59,,206509.871291549,459672.860651094,29,29,1393.0,67.6,,28.5,15.5,,,30.0,4.0,7.0,0.0,2.0,1.0,,6.0,1.0,0.0,
847,산후조리업,01_01_04_P,3150000,PHMB120123150037042100001,2012-06-18,,1,영업/정상,13,영업중,,,,,2653-3588,,157-896,서울특별시 강서구 화곡4동 775번지 5호,서울특별시 강서구 등촌로 45 (화곡동),07741,(주)목동라테라산후조리원,2020-01-23 17:48:28,U,2020-01-25 02:40:00,,187851.907513115,447977.521870162,16,16,370.64,37.2,,26.4,10.5,,13.8,73.8,3.0,6.0,,2.0,2.0,3.0,6.0,5.0,1.0,
848,산후조리업,01_01_04_P,3150000,PHMB120123150037042100002,2012-11-28,,1,영업/정상,13,영업중,,,,,02-2083-0600,,,서울특별시 강서구 등촌동 632번지 6호 파인블루빌딩,"서울특별시 강서구 양천로 600, 파인블루빌딩 (등촌동)",07552,맘스밀리산후조리원강서,2024-11-12 17:16:12,U,2024-11-14 02:40:00,,187974.228864018,450369.165403996,22,22,380.18,63.38,0.0,35.68,30.03,0.0,99.75,12.96,4.0,7.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,
849,산후조리업,01_01_04_P,3150000,PHMB120153150037042100001,2015-06-16,,1,영업/정상,13,영업중,,2017-02-07,2017-02-15,,02-2664-6999,,,,"서울특별시 강서구 마곡중앙5로 81, 에스비타운 (마곡동)",07599,리베 산후조리원(마곡점),2023-07-19 14:21:48,U,2023-07-21 02:40:00,,183902.043509212,451664.251457054,18,18,410.0,45.2,10.3,18.1,6.2,10.0,2.5,17.2,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
850,산후조리업,01_01_04_P,3150000,PHMB120153150037042100002,2015-06-25,,1,영업/정상,13,영업중,,,,,3661-1115,,,,서울특별시 강서구 양천로 354 (가양동),07573,르베르쏘 산후조리원,2024-06-26 16:27:58,U,2024-06-28 02:40:00,,185950.696438517,451746.252518861,24,24,549.6,64.1,0.0,18.0,18.0,0.0,6.0,13.9,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
851,산후조리업,01_01_04_P,3100000,PHMB120103100034042100001,2013-02-27,,1,영업/정상,13,영업중,,,,,02-935-7979,,,서울특별시 노원구 상계동 936-2 미네르바빌딩 5층,"서울특별시 노원구 수락산로 232, 미네르바빌딩 5층 (상계동)",01615,제이미 산후조리원,2025-02-18 20:06:45,U,2025-02-20 02:40:00,,204596.628767814,463189.712552985,13,13,175.5,21.5,17.2,6.65,9.0,38.4,38.4,9.27,3.0,8.0,0.0,2.0,1.0,1.0,5.0,5.0,0.0,
852,산후조리업,01_01_04_P,3200000,PHMB120123200033042100003,2012-05-15,,1,영업/정상,13,영업중,,,,,02-873-1112,,,,서울특별시  남부순환로 1802,08786,로얄사임당산후조리원,2023-11-21 10:14:24,U,2023-11-23 02:40:00,,195537.269534163,442122.202180318,15,15,12.3,56.22,14.3,48.19,12.94,3.15,3.15,17.82,5.0,6.0,1.0,2.0,1.0,0.0,3.0,3.0,0.0,
853,산후조리업,01_01_04_P,3200000,PHMB120143200033042100001,2014-05-01,,1,영업/정상,13,영업중,,2023-04-13,2023-05-15,,02-889-0700,,,서울특별시 관악구 봉천동 463-4 메카플러스,"서울특별시 관악구 양녕로 46, 메카플러스 (봉천동)",08747,로얄산후조리원(봉천점),2023-06-27 11:58:39,U,2023-06-29 02:40:00,,195274.343265834,442663.498606503,9,9,21.5,35.25,0.0,44.5,8.7,3.7,1.95,7.9,3.0,4.0,0.0,2.0,0.0,0.0,11.0,8.0,3.0,
854,산후조리업,01_01_04_P,3150000,PHMB120113150037042100002,2011-03-17,,1,영업/정상,13,영업중,,2023-06-05,2023-06-30,,02-2659-0031,,157-200,서울특별시 강서구 가양동 1480번지 8호,"서울특별시 강서구 양천로 461, 5층 (가양동)",07526,퀸즈마리 산후조리원(가양점),2023-06-29 11:19:23,U,2023-07-01 02:40:00,,186875.994185225,451205.835118675,12,12,11.67,27.45,13.8,21.2,8.5,0.0,2.25,8.4,3.0,6.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,
855,산후조리업,01_01_04_P,3100000,PHMB120083100034042100001,2008-06-30,,1,영업/정상,13,영업중,,,,,02-904-8034,,139-851,서울특별시 노원구 월계2동 776번지 월계프라자5층,"서울특별시 노원구 초안산로5길 12 (월계동,월계프라자5층)",,와이엘산후조리원,2022-12-29 10:09:19,U,2022-12-31 02:40:00,,204489.998187538,458912.083095685,25,25,363.85,64.29,0.0,91.93,31.02,14.14,80.88,10.76,3.0,3.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,
